Roll_No,Gender,Race_Ethnicity,Parental_Level_Of_Education,Lunch,Test_Preparation_Course,Math Score,Reading Score,Writing Score,Science Score,Total Score,Grade _,Eligibility,Percentage,Rank ,,Subject,Centum Count
Std-6364,Female,Group A,Associate'S Degree,1,0,75,100,62,56,293,B,Eligible,73.25,2602,,,
Std-6363,Female,Group B,Associate'S Degree,1,1,45,86,100,66,297,B,Eligible,74.25,2266,,,
Std-6362,Female,Group C,Associate'S Degree,0,0,100,53,100,59,312,B,Eligible,78,1247,,,
Std-6361,Female,Group B,Associate'S Degree,1,0,40,75,100,75,290,B,Eligible,72.5,2860,,,
Std-6360,Female,Group C,Some College,1,1,88,49,65,62,264,B,Eligible,66,5291,,,
Std-636,Male,Group E,Bachelor'S Degree,1,1,24,49,59,36,168,D,Not Eligible,42,9843,,,
Std-6359,Female,Group C,Some College,1,0,43,62,100,93,298,B,Eligible,74.5,2190,,,
Std-6358,Female,Group B,Associate'S Degree,1,1,85,48,76,70,279,B,Eligible,69.75,3892,,,
Std-6357,Female,Group C,Some College,1,0,51,76,78,61,266,B,Eligible,66.5,5101,,,
Std-6356,Female,Group D,Some College,1,0,56,87,97,94,334,A,Eligible,83.5,390,,,
Std-6355,Female,Group B,Some College,1,0,87,75,42,86,290,B,Eligible,72.5,2860,,,
Std-6354,Female,Group D,Some High School,1,1,100,33,74,61,268,B,Eligible,67,4934,,,
Std-6353,Female,Group E,Some High School,1,0,50,62,83,55,250,B,Eligible,62.5,6492,,,
Std-6352,Female,Group B,Some High School,1,1,27,59,97,81,264,B,Eligible,66,5291,,,
Std-6351,Female,Group A,High School,0,0,39,79,72,40,230,C,Eligible,57.5,7929,,,
Std-6350,Female,Group B,High School,0,1,77,82,81,96,336,A,Eligible,84,333,,,
Std-635,Male,Group D,Some High School,0,0,41,76,81,72,270,B,Eligible,67.5,4738,,,
Std-6349,Female,Group C,Some College,1,1,34,45,86,74,239,C,Eligible,59.75,7336,,,
Std-6348,Female,Group A,Master'S Degree,1,0,47,76,68,86,277,B,Eligible,69.25,4080,,,
Std-6347,Female,Group D,Associate'S Degree,1,0,41,68,100,73,282,B,Eligible,70.5,3602,,,
Std-6346,Female,Group C,Some College,1,0,54,99,100,92,345,A,Eligible,86.25,171,,,
Std-6345,Female,Group A,Some College,1,1,58,83,57,77,275,B,Eligible,68.75,4259,,,
Std-6344,Female,Group A,Some High School,0,1,69,72,76,72,289,B,Eligible,72.25,2964,,,
Std-6343,Female,Group B,High School,1,1,53,90,100,49,292,B,Eligible,73,2692,,,
Std-6342,Female,Group C,Some College,1,0,71,57,69,73,270,B,Eligible,67.5,4738,,,
Std-6341,Female,Group C,Some College,1,0,53,90,60,44,247,C,Eligible,61.75,6731,,,
Std-6340,Female,Group B,Bachelor'S Degree,1,0,85,60,71,61,277,B,Eligible,69.25,4080,,,
Std-634,Male,Group D,Some High School,1,0,63,79,85,55,282,B,Eligible,70.5,3602,,,
Std-6339,Female,Group A,Some College,0,1,60,98,78,74,310,B,Eligible,77.5,1359,,,
Std-6338,Female,Group E,Some High School,0,0,28,100,54,65,247,C,Eligible,61.75,6731,,,
Std-6337,Female,Group C,Associate'S Degree,1,0,42,52,50,67,211,C,Eligible,52.75,8884,,,
Std-6336,Female,Group B,Associate'S Degree,1,0,75,69,82,87,313,B,Eligible,78.25,1192,,,
Std-6335,Female,Group A,Some College,1,0,35,87,77,71,270,B,Eligible,67.5,4738,,,
Std-6334,Female,Group B,High School,1,0,75,66,100,74,315,B,Eligible,78.75,1079,,,
Std-6333,Female,Group C,High School,0,0,55,89,67,44,255,B,Eligible,63.75,6070,,,
Std-6332,Female,Group D,Some College,1,1,100,67,100,61,328,A,Eligible,82,563,,,
Std-6331,Female,Group B,Some High School,1,0,72,64,96,89,321,A,Eligible,80.25,805,,,
Std-6330,Female,Group B,Some College,1,1,69,83,56,67,275,B,Eligible,68.75,4259,,,
Std-633,Male,Group C,Some High School,1,1,40,86,54,28,208,C,Eligible,52,8976,,,
Std-6329,Female,Group C,High School,1,1,52,74,81,93,300,B,Eligible,75,2035,,,
Std-6328,Female,Group A,High School,1,1,41,57,70,73,241,C,Eligible,60.25,7197,,,
Std-6327,Female,Group C,High School,0,0,70,97,84,43,294,B,Eligible,73.5,2500,,,
Std-6326,Female,Group D,Associate'S Degree,1,1,64,73,99,92,328,A,Eligible,82,563,,,
Std-6325,Female,Group B,Some High School,1,1,77,62,83,100,322,A,Eligible,80.5,754,,,
Std-6324,Female,Group B,High School,1,0,70,96,73,59,298,B,Eligible,74.5,2190,,,
Std-6323,Female,Group D,Some High School,1,1,75,80,39,71,265,B,Eligible,66.25,5197,,,
Std-6322,Female,Group B,Some College,0,1,57,42,100,71,270,B,Eligible,67.5,4738,,,
Std-6321,Female,Group E,High School,0,1,27,27,87,97,238,C,Eligible,59.5,7419,,,
Std-6320,Female,Group D,Associate'S Degree,1,1,58,70,35,48,211,C,Eligible,52.75,8884,,,
Std-632,Male,Group E,Master'S Degree,1,0,48,77,81,15,221,C,Eligible,55.25,8431,,,
Std-6319,Female,Group C,High School,1,1,72,47,100,78,297,B,Eligible,74.25,2266,,,
Std-6318,Female,Group C,Master'S Degree,1,1,52,100,57,56,265,B,Eligible,66.25,5197,,,
Std-6317,Female,Group B,Associate'S Degree,1,0,56,90,78,90,314,B,Eligible,78.5,1135,,,
Std-6316,Female,Group D,Some High School,0,1,68,66,92,74,300,B,Eligible,75,2035,,,
Std-6315,Female,Group E,Some College,1,1,36,73,86,100,295,B,Eligible,73.75,2414,,,
Std-6314,Female,Group C,Associate'S Degree,0,0,99,34,66,50,249,C,Eligible,62.25,6567,,,
Std-6313,Female,Group E,High School,1,1,51,62,84,93,290,B,Eligible,72.5,2860,,,
Std-6312,Female,Group A,Some College,0,0,92,94,80,70,336,A,Eligible,84,333,,,
Std-6311,Female,Group C,Some College,1,0,41,89,39,87,256,B,Eligible,64,5987,,,
Std-6310,Female,Group A,Associate'S Degree,0,1,66,64,24,50,204,C,Eligible,51,9108,,,
Std-631,Male,Group C,Some High School,0,0,78,38,28,44,188,D,Not Eligible,47,9533,,,
Std-6309,Female,Group D,High School,0,0,67,87,97,70,321,A,Eligible,80.25,805,,,
Std-6308,Female,Group A,High School,0,0,62,95,74,64,295,B,Eligible,73.75,2414,,,
Std-6307,Female,Group C,Some College,1,0,60,84,98,70,312,B,Eligible,78,1247,,,
Std-6306,Female,Group D,Some College,0,1,84,47,70,96,297,B,Eligible,74.25,2266,,,
Std-6305,Female,Group E,Some College,0,1,56,32,89,100,277,B,Eligible,69.25,4080,,,
Std-6304,Female,Group C,Associate'S Degree,1,0,72,42,100,65,279,B,Eligible,69.75,3892,,,
Std-6303,Female,Group C,Some College,1,0,50,98,82,47,277,B,Eligible,69.25,4080,,,
Std-6302,Female,Group D,Associate'S Degree,0,1,60,50,56,69,235,C,Eligible,58.75,7627,,,
Std-6301,Female,Group E,Some College,0,1,48,89,79,66,282,B,Eligible,70.5,3602,,,
Std-6300,Female,Group E,Some High School,0,0,57,100,94,30,281,B,Eligible,70.25,3684,,,
Std-630,Male,Group B,Associate'S Degree,1,1,76,66,89,96,327,A,Eligible,81.75,590,,,
Std-63,Male,Group B,Associate'S Degree,0,1,60,53,82,71,266,B,Eligible,66.5,5101,,,
Std-6299,Female,Group C,Associate'S Degree,1,0,79,73,83,76,311,B,Eligible,77.75,1306,,,
Std-6298,Female,Group C,Associate'S Degree,1,0,77,80,54,70,281,B,Eligible,70.25,3684,,,
Std-6297,Female,Group E,High School,0,0,58,84,59,76,277,B,Eligible,69.25,4080,,,
Std-6296,Female,Group C,Bachelor'S Degree,1,1,71,30,77,48,226,C,Eligible,56.5,8156,,,
Std-6295,Female,Group D,Some College,1,0,69,90,62,33,254,B,Eligible,63.5,6155,,,
Std-6294,Female,Group B,Some College,0,1,61,57,93,48,259,B,Eligible,64.75,5736,,,
Std-6293,Female,Group E,Some College,0,0,77,43,99,44,263,B,Eligible,65.75,5373,,,
Std-6292,Female,Group C,Associate'S Degree,0,0,90,48,82,100,320,A,Eligible,80,850,,,
Std-6291,Female,Group C,Some College,1,1,45,98,66,60,269,B,Eligible,67.25,4839,,,
Std-6290,Female,Group C,Associate'S Degree,1,0,72,92,89,95,348,A,Eligible,87,122,,,
Std-629,Male,Group B,Bachelor'S Degree,1,0,19,44,61,56,180,D,Not Eligible,45,9701,,,
Std-6289,Female,Group A,Some College,0,1,77,55,81,68,281,B,Eligible,70.25,3684,,,
Std-6288,Female,Group C,Some College,1,1,43,81,70,67,261,B,Eligible,65.25,5557,,,
Std-6287,Female,Group B,High School,1,0,58,76,97,76,307,B,Eligible,76.75,1541,,,
Std-6286,Female,Group D,Associate'S Degree,1,1,46,43,89,61,239,C,Eligible,59.75,7336,,,
Std-6285,Female,Group C,Bachelor'S Degree,1,0,69,33,44,88,234,C,Eligible,58.5,7684,,,
Std-6284,Female,Group A,Associate'S Degree,1,1,69,40,44,68,221,C,Eligible,55.25,8431,,,
Std-6283,Female,Group C,High School,1,1,70,56,74,52,252,B,Eligible,63,6320,,,
Std-6282,Female,Group D,Some College,1,0,72,23,71,47,213,C,Eligible,53.25,8813,,,
Std-6281,Female,Group E,Some High School,0,1,47,60,100,54,261,B,Eligible,65.25,5557,,,
Std-6280,Female,Group B,Associate'S Degree,0,0,28,68,69,73,238,C,Eligible,59.5,7419,,,
Std-628,Male,Group D,High School,0,1,27,80,100,10,217,C,Eligible,54.25,8620,,,
Std-6279,Female,Group E,Bachelor'S Degree,1,1,86,72,81,90,329,A,Eligible,82.25,526,,,
Std-6278,Female,Group D,Some High School,1,0,77,84,39,77,277,B,Eligible,69.25,4080,,,
Std-6277,Female,Group E,Some College,1,0,90,91,73,50,304,B,Eligible,76,1729,,,
Std-6276,Female,Group B,Bachelor'S Degree,1,1,50,71,36,53,210,C,Eligible,52.5,8924,,,
Std-6275,Female,Group E,High School,1,0,77,96,100,67,340,A,Eligible,85,255,,,
Std-6274,Female,Group C,High School,1,0,92,96,77,76,341,A,Eligible,85.25,235,,,
Std-6273,Female,Group E,Associate'S Degree,1,1,64,89,75,73,301,B,Eligible,75.25,1956,,,
Std-6272,Female,Group C,Some College,1,0,72,78,92,59,301,B,Eligible,75.25,1956,,,
Std-6271,Female,Group B,Some High School,0,0,68,66,100,68,302,B,Eligible,75.5,1870,,,
Std-6270,Female,Group B,Some High School,1,1,78,83,84,63,308,B,Eligible,77,1474,,,
Std-627,Male,Group C,Bachelor'S Degree,1,0,96,36,78,76,286,B,Eligible,71.5,3238,,,
Std-6269,Female,Group B,High School,0,0,61,100,92,41,294,B,Eligible,73.5,2500,,,
Std-6268,Female,Group B,Associate'S Degree,1,0,47,63,96,77,283,B,Eligible,70.75,3512,,,
Std-6267,Female,Group B,High School,1,1,33,96,100,86,315,B,Eligible,78.75,1079,,,
Std-6266,Female,Group B,Associate'S Degree,0,1,100,62,100,58,320,A,Eligible,80,850,,,
Std-6265,Female,Group A,Bachelor'S Degree,1,0,49,69,79,70,267,B,Eligible,66.75,5021,,,
Std-6264,Female,Group D,High School,0,1,53,75,73,81,282,B,Eligible,70.5,3602,,,
Std-6263,Female,Group C,Associate'S Degree,1,1,82,74,76,58,290,B,Eligible,72.5,2860,,,
Std-6262,Female,Group D,Some College,1,0,42,81,86,66,275,B,Eligible,68.75,4259,,,
Std-6261,Female,Group D,Associate'S Degree,1,1,74,70,91,80,315,B,Eligible,78.75,1079,,,
Std-6260,Female,Group D,Bachelor'S Degree,1,0,42,92,69,25,228,C,Eligible,57,8042,,,
Std-626,Male,Group C,Some High School,1,0,90,85,94,38,307,B,Eligible,76.75,1541,,,
Std-6259,Female,Group D,Some High School,1,1,76,68,77,45,266,B,Eligible,66.5,5101,,,
Std-6258,Female,Group C,Some College,1,0,79,86,82,41,288,B,Eligible,72,3038,,,
Std-6257,Female,Group C,Associate'S Degree,0,1,69,80,76,55,280,B,Eligible,70,3790,,,
Std-6256,Female,Group A,Bachelor'S Degree,1,1,63,84,69,73,289,B,Eligible,72.25,2964,,,
Std-6255,Female,Group C,High School,0,1,65,58,100,42,265,B,Eligible,66.25,5197,,,
Std-6254,Female,Group D,High School,0,1,81,100,100,49,330,A,Eligible,82.5,494,,,
Std-6253,Female,Group E,Some College,1,1,85,59,89,99,332,A,Eligible,83,440,,,
Std-6252,Female,Group A,Some College,1,0,29,99,77,59,264,B,Eligible,66,5291,,,
Std-6251,Female,Group E,Associate'S Degree,1,0,65,64,100,63,292,B,Eligible,73,2692,,,
Std-6250,Female,Group D,Bachelor'S Degree,1,1,30,49,77,31,187,D,Not Eligible,46.75,9555,,,
Std-625,Male,Group D,Some College,1,0,59,51,43,72,225,C,Eligible,56.25,8211,,,
Std-6249,Female,Group C,Associate'S Degree,1,0,57,82,83,70,292,B,Eligible,73,2692,,,
Std-6248,Female,Group C,Some College,1,0,84,87,99,68,338,A,Eligible,84.5,295,,,
Std-6247,Female,Group C,Bachelor'S Degree,1,0,32,74,67,59,232,C,Eligible,58,7813,,,
Std-6246,Female,Group C,Some College,1,0,92,85,93,64,334,A,Eligible,83.5,390,,,
Std-6245,Female,Group C,Some College,0,1,50,81,73,70,274,B,Eligible,68.5,4358,,,
Std-6244,Female,Group E,High School,0,0,57,100,77,68,302,B,Eligible,75.5,1870,,,
Std-6243,Female,Group D,Bachelor'S Degree,1,0,40,65,79,58,242,C,Eligible,60.5,7111,,,
Std-6242,Female,Group C,Associate'S Degree,1,0,48,82,87,92,309,B,Eligible,77.25,1419,,,
Std-6241,Female,Group A,Master'S Degree,1,0,73,55,65,59,252,B,Eligible,63,6320,,,
Std-6240,Female,Group C,High School,1,0,63,43,45,66,217,C,Eligible,54.25,8620,,,
Std-624,Male,Group A,Some High School,0,0,35,66,95,67,263,B,Eligible,65.75,5373,,,
Std-6239,Female,Group C,Associate'S Degree,1,0,81,72,70,62,285,B,Eligible,71.25,3320,,,
Std-6238,Female,Group C,High School,1,1,51,70,63,65,249,C,Eligible,62.25,6567,,,
Std-6237,Female,Group C,Associate'S Degree,1,1,57,30,79,74,240,C,Eligible,60,7273,,,
Std-6236,Female,Group C,Associate'S Degree,1,0,49,45,28,30,152,D,Not Eligible,38,9928,,,
Std-6235,Female,Group A,Associate'S Degree,1,0,83,58,71,76,288,B,Eligible,72,3038,,,
Std-6234,Female,Group A,Some College,1,0,54,53,62,80,249,C,Eligible,62.25,6567,,,
Std-6233,Female,Group C,Some High School,1,0,48,67,96,77,288,B,Eligible,72,3038,,,
Std-6232,Female,Group D,Bachelor'S Degree,1,1,56,60,84,75,275,B,Eligible,68.75,4259,,,
Std-6231,Female,Group E,Some College,1,0,68,63,92,54,277,B,Eligible,69.25,4080,,,
Std-6230,Female,Group D,Some College,0,0,75,80,60,58,273,B,Eligible,68.25,4466,,,
Std-623,Male,Group D,High School,0,1,29,79,45,35,188,D,Not Eligible,47,9533,,,
Std-6229,Female,Group C,High School,1,1,81,67,57,74,279,B,Eligible,69.75,3892,,,
Std-6228,Female,Group B,Associate'S Degree,1,1,66,94,92,81,333,A,Eligible,83.25,414,,,
Std-6227,Female,Group A,Some High School,0,0,51,37,68,100,256,B,Eligible,64,5987,,,
Std-6226,Female,Group D,Associate'S Degree,1,0,50,67,82,68,267,B,Eligible,66.75,5021,,,
Std-6225,Female,Group D,High School,0,0,65,42,61,66,234,C,Eligible,58.5,7684,,,
Std-6224,Female,Group A,Associate'S Degree,0,1,27,81,87,97,292,B,Eligible,73,2692,,,
Std-6223,Female,Group C,Some College,1,1,63,45,77,56,241,C,Eligible,60.25,7197,,,
Std-6222,Female,Group A,Bachelor'S Degree,1,0,64,63,32,58,217,C,Eligible,54.25,8620,,,
Std-6221,Female,Group B,Some High School,1,1,50,77,64,50,241,C,Eligible,60.25,7197,,,
Std-6220,Female,Group E,Some College,0,0,53,57,70,64,244,C,Eligible,61,6969,,,
Std-622,Male,Group B,Some College,0,0,81,100,100,65,346,A,Eligible,86.5,154,,,
Std-6219,Female,Group E,High School,1,0,77,74,71,94,316,B,Eligible,79,1032,,,
Std-6218,Female,Group E,High School,1,0,31,72,90,89,282,B,Eligible,70.5,3602,,,
Std-6217,Female,Group D,High School,1,1,83,47,79,92,301,B,Eligible,75.25,1956,,,
Std-6216,Female,Group B,Bachelor'S Degree,1,1,84,96,37,34,251,B,Eligible,62.75,6404,,,
Std-6215,Female,Group E,Some High School,0,0,47,92,67,53,259,B,Eligible,64.75,5736,,,
Std-6214,Female,Group C,High School,0,0,81,74,81,75,311,B,Eligible,77.75,1306,,,
Std-6213,Female,Group D,Some High School,1,0,29,44,79,71,223,C,Eligible,55.75,8324,,,
Std-6212,Female,Group A,Associate'S Degree,1,0,48,47,32,59,186,D,Not Eligible,46.5,9583,,,
Std-6211,Female,Group D,Associate'S Degree,1,0,53,87,75,75,290,B,Eligible,72.5,2860,,,
Std-6210,Female,Group A,High School,0,0,91,76,57,87,311,B,Eligible,77.75,1306,,,
Std-621,Male,Group C,High School,0,0,86,87,95,90,358,A,Eligible,89.5,50,,,
Std-6209,Female,Group A,Associate'S Degree,1,0,80,88,91,61,320,A,Eligible,80,850,,,
Std-6208,Female,Group C,Some High School,0,1,71,76,62,48,257,B,Eligible,64.25,5905,,,
Std-6207,Female,Group E,Some High School,1,1,70,85,61,84,300,B,Eligible,75,2035,,,
Std-6206,Female,Group C,Some College,1,0,87,70,55,88,300,B,Eligible,75,2035,,,
Std-6205,Female,Group A,Associate'S Degree,0,0,56,67,66,70,259,B,Eligible,64.75,5736,,,
Std-6204,Female,Group C,Bachelor'S Degree,0,1,73,75,88,99,335,A,Eligible,83.75,367,,,
Std-6203,Female,Group B,Associate'S Degree,1,0,90,56,89,59,294,B,Eligible,73.5,2500,,,
Std-6202,Female,Group A,Some High School,1,0,81,70,59,48,258,B,Eligible,64.5,5822,,,
Std-6201,Female,Group D,Some College,0,0,67,91,72,100,330,A,Eligible,82.5,494,,,
Std-6200,Female,Group E,Bachelor'S Degree,1,0,85,74,100,74,333,A,Eligible,83.25,414,,,
Std-620,Male,Group C,Some High School,1,1,48,65,63,57,233,C,Eligible,58.25,7738,,,
Std-62,Male,Group B,Some High School,1,0,75,86,73,79,313,B,Eligible,78.25,1192,,,
Std-6199,Female,Group B,High School,1,0,72,62,81,92,307,B,Eligible,76.75,1541,,,
Std-6198,Female,Group D,Bachelor'S Degree,1,1,77,88,59,87,311,B,Eligible,77.75,1306,,,
Std-6197,Female,Group D,Bachelor'S Degree,0,0,60,81,58,67,266,B,Eligible,66.5,5101,,,
Std-6196,Female,Group A,Some High School,1,0,49,84,84,82,299,B,Eligible,74.75,2119,,,
Std-6195,Female,Group A,High School,0,1,96,58,66,45,265,B,Eligible,66.25,5197,,,
Std-6194,Female,Group E,Master'S Degree,1,0,35,50,79,79,243,C,Eligible,60.75,7042,,,
Std-6193,Female,Group E,High School,1,0,62,49,62,83,256,B,Eligible,64,5987,,,
Std-6192,Female,Group E,Some College,1,1,57,88,54,84,283,B,Eligible,70.75,3512,,,
Std-6191,Female,Group C,High School,1,1,70,79,15,61,225,C,Eligible,56.25,8211,,,
Std-6190,Female,Group E,High School,0,1,40,55,63,45,203,C,Eligible,50.75,9153,,,
Std-619,Male,Group C,Bachelor'S Degree,1,1,98,60,90,100,348,A,Eligible,87,122,,,
Std-6189,Female,Group D,High School,0,0,67,65,60,52,244,C,Eligible,61,6969,,,
Std-6188,Female,Group A,Some High School,0,1,68,92,31,88,279,B,Eligible,69.75,3892,,,
Std-6187,Female,Group B,Some High School,1,1,88,52,91,59,290,B,Eligible,72.5,2860,,,
Std-6186,Female,Group D,Associate'S Degree,1,0,60,71,80,71,282,B,Eligible,70.5,3602,,,
Std-6185,Female,Group B,Some College,1,1,41,63,93,76,273,B,Eligible,68.25,4466,,,
Std-6184,Female,Group C,Some College,1,0,63,94,100,63,320,A,Eligible,80,850,,,
Std-6183,Female,Group C,Bachelor'S Degree,1,0,51,88,66,99,304,B,Eligible,76,1729,,,
Std-6182,Female,Group E,Some High School,1,1,67,80,57,46,250,B,Eligible,62.5,6492,,,
Std-6181,Female,Group C,Some High School,0,0,54,79,82,80,295,B,Eligible,73.75,2414,,,
Std-6180,Female,Group B,Some College,1,0,84,93,58,77,312,B,Eligible,78,1247,,,
Std-618,Male,Group C,Some College,1,1,26,55,55,54,190,D,Not Eligible,47.5,9485,,,
Std-6179,Female,Group E,Bachelor'S Degree,1,1,77,76,86,57,296,B,Eligible,74,2337,,,
Std-6178,Female,Group C,High School,1,1,55,75,77,58,265,B,Eligible,66.25,5197,,,
Std-6177,Female,Group C,Some College,1,1,58,66,100,100,324,A,Eligible,81,688,,,
Std-6176,Female,Group C,Some High School,0,0,74,96,99,64,333,A,Eligible,83.25,414,,,
Std-6175,Female,Group C,High School,1,0,66,76,97,66,305,B,Eligible,76.25,1658,,,
Std-6174,Female,Group C,Some College,1,1,58,62,74,100,294,B,Eligible,73.5,2500,,,
Std-6173,Female,Group C,High School,0,0,65,70,65,100,300,B,Eligible,75,2035,,,
Std-6172,Female,Group B,High School,0,1,64,77,49,56,246,C,Eligible,61.5,6814,,,
Std-6171,Female,Group A,Some College,1,0,61,45,100,49,255,B,Eligible,63.75,6070,,,
Std-6170,Female,Group A,Bachelor'S Degree,1,1,53,54,82,61,250,B,Eligible,62.5,6492,,,
Std-617,Male,Group D,Master'S Degree,0,0,29,91,51,65,236,C,Eligible,59,7557,,,
Std-6169,Female,Group C,Bachelor'S Degree,0,1,55,66,85,83,289,B,Eligible,72.25,2964,,,
Std-6168,Female,Group C,Some High School,0,0,77,77,40,66,260,B,Eligible,65,5646,,,
Std-6167,Female,Group D,Some College,1,0,86,91,63,63,303,B,Eligible,75.75,1795,,,
Std-6166,Female,Group A,Some College,1,0,76,62,99,66,303,B,Eligible,75.75,1795,,,
Std-6165,Female,Group E,High School,0,0,64,92,70,44,270,B,Eligible,67.5,4738,,,
Std-6164,Female,Group E,Some High School,1,1,57,72,58,75,262,B,Eligible,65.5,5475,,,
Std-6163,Female,Group E,High School,0,0,54,70,85,62,271,B,Eligible,67.75,4646,,,
Std-6162,Female,Group A,Associate'S Degree,1,0,75,38,71,58,242,C,Eligible,60.5,7111,,,
Std-6161,Female,Group A,Bachelor'S Degree,0,1,49,86,81,63,279,B,Eligible,69.75,3892,,,
Std-6160,Female,Group E,Some College,0,1,90,38,67,60,255,B,Eligible,63.75,6070,,,
Std-616,Male,Group D,Bachelor'S Degree,1,0,24,58,100,39,221,C,Eligible,55.25,8431,,,
Std-6159,Female,Group C,Some High School,0,1,49,95,95,94,333,A,Eligible,83.25,414,,,
Std-6158,Female,Group A,High School,0,0,91,68,99,66,324,A,Eligible,81,688,,,
Std-6157,Female,Group E,Associate'S Degree,0,0,100,70,94,50,314,B,Eligible,78.5,1135,,,
Std-6156,Female,Group C,Some High School,0,1,80,99,50,100,329,A,Eligible,82.25,526,,,
Std-6155,Female,Group D,High School,1,0,38,44,73,62,217,C,Eligible,54.25,8620,,,
Std-6154,Female,Group B,High School,0,0,66,92,90,74,322,A,Eligible,80.5,754,,,
Std-6153,Female,Group E,Some High School,1,0,84,77,89,81,331,A,Eligible,82.75,466,,,
Std-6152,Female,Group C,Bachelor'S Degree,1,0,56,64,88,53,261,B,Eligible,65.25,5557,,,
Std-6151,Female,Group D,Some High School,1,1,88,83,100,65,336,A,Eligible,84,333,,,
Std-6150,Female,Group B,Some High School,1,0,27,57,82,56,222,C,Eligible,55.5,8375,,,
Std-615,Male,Group E,High School,1,0,50,41,76,77,244,C,Eligible,61,6969,,,
Std-6149,Female,Group D,Some College,1,0,54,56,79,55,244,C,Eligible,61,6969,,,
Std-6148,Female,Group A,Some High School,0,0,79,62,85,80,306,B,Eligible,76.5,1607,,,
Std-6147,Female,Group D,Some High School,0,1,58,59,76,68,261,B,Eligible,65.25,5557,,,
Std-6146,Female,Group D,Bachelor'S Degree,0,1,89,95,48,82,314,B,Eligible,78.5,1135,,,
Std-6145,Female,Group E,Associate'S Degree,0,1,63,62,87,73,285,B,Eligible,71.25,3320,,,
Std-6144,Female,Group B,Associate'S Degree,0,0,40,94,82,69,285,B,Eligible,71.25,3320,,,
Std-6143,Female,Group C,Some College,1,1,58,91,91,79,319,B,Eligible,79.75,905,,,
Std-6142,Female,Group B,High School,0,0,62,94,78,59,293,B,Eligible,73.25,2602,,,
Std-6141,Female,Group B,Some College,1,0,40,74,60,43,217,C,Eligible,54.25,8620,,,
Std-6140,Female,Group A,Some College,1,0,45,73,79,82,279,B,Eligible,69.75,3892,,,
Std-614,Male,Group C,Associate'S Degree,1,0,85,76,74,58,293,B,Eligible,73.25,2602,,,
Std-6139,Female,Group D,Some College,0,1,84,93,92,87,356,A,Eligible,89,65,,,
Std-6138,Female,Group A,Some High School,0,1,64,56,82,72,274,B,Eligible,68.5,4358,,,
Std-6137,Female,Group C,Master'S Degree,0,1,48,68,81,97,294,B,Eligible,73.5,2500,,,
